subject	relation	object	provenance	xp	redundancy
MI:0115	OBO_REL:is_a	MI:0013	implied	link	
MI:0115	part_of	MI:0000	implied	link	
MI:0116	part_of	MI:0000	asserted	link	
MI:0117	OBO_REL:is_a	MI:0252	asserted	link	
MI:0117	OBO_REL:is_a	MI:0116	implied	link	
MI:0117	part_of	MI:0000	implied	link	
MI:0118	OBO_REL:is_a	MI:0252	asserted	link	
MI:0118	OBO_REL:is_a	MI:0116	implied	link	
MI:0118	part_of	MI:0000	implied	link	
MI:0119	OBO_REL:is_a	MI:0118	asserted	link	
MI:0119	OBO_REL:is_a	MI:0252	implied	link	
MI:0119	part_of	MI:0000	implied	link	
MI:0119	OBO_REL:is_a	MI:0116	implied	link	
MI:0120	OBO_REL:is_a	MI:0252	asserted	link	
MI:0120	part_of	MI:0000	implied	link	
MI:0120	OBO_REL:is_a	MI:0116	implied	link	
MI:0121	OBO_REL:is_a	MI:0120	asserted	link	
MI:0121	OBO_REL:is_a	MI:0116	implied	link	
MI:0121	OBO_REL:is_a	MI:0252	implied	link	
MI:0121	part_of	MI:0000	implied	link	
MI:0122	OBO_REL:is_a	MI:0121	asserted	link	
MI:0122	part_of	MI:0000	implied	link	
MI:0122	OBO_REL:is_a	MI:0116	implied	link	
MI:0122	OBO_REL:is_a	MI:0120	implied	link	
MI:0122	OBO_REL:is_a	MI:0252	implied	link	
MI:0123	OBO_REL:is_a	MI:0121	asserted	link	
MI:0123	OBO_REL:is_a	MI:0120	implied	link	
MI:0123	OBO_REL:is_a	MI:0252	implied	link	
MI:0123	OBO_REL:is_a	MI:0116	implied	link	
MI:0123	part_of	MI:0000	implied	link	
MI:0124	OBO_REL:is_a	MI:0121	asserted	link	
MI:0124	OBO_REL:is_a	MI:0252	implied	link	
MI:0124	OBO_REL:is_a	MI:0120	implied	link	
MI:0124	part_of	MI:0000	implied	link	
MI:0124	OBO_REL:is_a	MI:0116	implied	link	
MI:0125	OBO_REL:is_a	MI:0121	asserted	link	
MI:0125	OBO_REL:is_a	MI:0252	implied	link	
MI:0125	OBO_REL:is_a	MI:0116	implied	link	
MI:0125	OBO_REL:is_a	MI:0120	implied	link	
MI:0125	part_of	MI:0000	implied	link	
MI:0126	OBO_REL:is_a	MI:0121	asserted	link	
MI:0126	OBO_REL:is_a	MI:0252	implied	link	
MI:0126	part_of	MI:0000	implied	link	
MI:0126	OBO_REL:is_a	MI:0120	implied	link	
MI:0126	OBO_REL:is_a	MI:0116	implied	link	
MI:0127	OBO_REL:is_a	MI:0121	asserted	link	
MI:0127	OBO_REL:is_a	MI:0252	implied	link	
MI:0127	OBO_REL:is_a	MI:0116	implied	link	
MI:0127	part_of	MI:0000	implied	link	
MI:0127	OBO_REL:is_a	MI:0120	implied	link	
MI:0128	OBO_REL:is_a	MI:0121	asserted	link	
MI:0128	part_of	MI:0000	implied	link	
MI:0128	OBO_REL:is_a	MI:0120	implied	link	
MI:0128	OBO_REL:is_a	MI:0252	implied	link	
MI:0128	OBO_REL:is_a	MI:0116	implied	link	
MI:0129	OBO_REL:is_a	MI:0121	asserted	link	
MI:0129	OBO_REL:is_a	MI:0116	implied	link	
MI:0129	part_of	MI:0000	implied	link	
MI:0129	OBO_REL:is_a	MI:0120	implied	link	
MI:0129	OBO_REL:is_a	MI:0252	implied	link	
MI:0130	OBO_REL:is_a	MI:0121	asserted	link	
MI:0130	OBO_REL:is_a	MI:0120	implied	link	
MI:0130	OBO_REL:is_a	MI:0252	implied	link	
MI:0130	part_of	MI:0000	implied	link	
MI:0130	OBO_REL:is_a	MI:0116	implied	link	
MI:0131	OBO_REL:is_a	MI:0121	asserted	link	
MI:0131	part_of	MI:0000	implied	link	
MI:0131	OBO_REL:is_a	MI:0252	implied	link	
MI:0131	OBO_REL:is_a	MI:0116	implied	link	
MI:0131	OBO_REL:is_a	MI:0120	implied	link	
MI:0132	OBO_REL:is_a	MI:0121	asserted	link	
MI:0132	OBO_REL:is_a	MI:0252	implied	link	
MI:0132	OBO_REL:is_a	MI:0116	implied	link	
MI:0132	OBO_REL:is_a	MI:0120	implied	link	
MI:0132	part_of	MI:0000	implied	link	
MI:0133	OBO_REL:is_a	MI:0526	asserted	link	
MI:0133	OBO_REL:is_a	MI:0120	implied	link	
MI:0133	part_of	MI:0000	implied	link	
MI:0133	OBO_REL:is_a	MI:0252	implied	link	
MI:0133	OBO_REL:is_a	MI:0116	implied	link	
MI:0133	OBO_REL:is_a	MI:0121	implied	link	
MI:0134	OBO_REL:is_a	MI:0526	asserted	link	
MI:0134	OBO_REL:is_a	MI:0116	implied	link	
MI:0134	OBO_REL:is_a	MI:0252	implied	link	
MI:0134	OBO_REL:is_a	MI:0121	implied	link	
MI:0134	part_of	MI:0000	implied	link	
MI:0134	OBO_REL:is_a	MI:0120	implied	link	
MI:0135	OBO_REL:is_a	MI:0121	asserted	link	
MI:0135	OBO_REL:is_a	MI:0252	implied	link	
MI:0135	part_of	MI:0000	implied	link	
MI:0135	OBO_REL:is_a	MI:0120	implied	link	
MI:0135	OBO_REL:is_a	MI:0116	implied	link	
MI:0136	OBO_REL:is_a	MI:0121	asserted	link	
MI:0136	OBO_REL:is_a	MI:0116	implied	link	
MI:0136	part_of	MI:0000	implied	link	
MI:0136	OBO_REL:is_a	MI:0252	implied	link	
MI:0136	OBO_REL:is_a	MI:0120	implied	link	
MI:0137	OBO_REL:is_a	MI:0121	asserted	link	
MI:0137	part_of	MI:0000	implied	link	
MI:0137	OBO_REL:is_a	MI:0252	implied	link	
MI:0137	OBO_REL:is_a	MI:0120	implied	link	
MI:0137	OBO_REL:is_a	MI:0116	implied	link	
MI:0138	OBO_REL:is_a	MI:0121	asserted	link	
MI:0138	part_of	MI:0000	implied	link	
MI:0138	OBO_REL:is_a	MI:0252	implied	link	
MI:0138	OBO_REL:is_a	MI:0116	implied	link	
MI:0138	OBO_REL:is_a	MI:0120	implied	link	
MI:0139	OBO_REL:is_a	MI:0121	asserted	link	
MI:0139	OBO_REL:is_a	MI:0252	implied	link	
MI:0139	OBO_REL:is_a	MI:0120	implied	link	
MI:0139	part_of	MI:0000	implied	link	
MI:0139	OBO_REL:is_a	MI:0116	implied	link	
MI:0140	OBO_REL:is_a	MI:0121	asserted	link	
MI:0140	OBO_REL:is_a	MI:0120	implied	link	
MI:0140	OBO_REL:is_a	MI:0252	implied	link	
MI:0140	OBO_REL:is_a	MI:0116	implied	link	
MI:0140	part_of	MI:0000	implied	link	
MI:0141	OBO_REL:is_a	MI:0121	asserted	link	
MI:0141	OBO_REL:is_a	MI:0120	implied	link	
MI:0141	OBO_REL:is_a	MI:0252	implied	link	
MI:0141	part_of	MI:0000	implied	link	
MI:0141	OBO_REL:is_a	MI:0116	implied	link	
MI:0142	OBO_REL:is_a	MI:0121	asserted	link	
MI:0142	OBO_REL:is_a	MI:0120	implied	link	
MI:0142	OBO_REL:is_a	MI:0252	implied	link	
MI:0142	OBO_REL:is_a	MI:0116	implied	link	
MI:0142	part_of	MI:0000	implied	link	
MI:0143	OBO_REL:is_a	MI:0120	asserted	link	
MI:0143	OBO_REL:is_a	MI:0252	implied	link	
MI:0143	part_of	MI:0000	implied	link	
MI:0143	OBO_REL:is_a	MI:0116	implied	link	
MI:0144	OBO_REL:is_a	MI:0143	asserted	link	
MI:0144	OBO_REL:is_a	MI:0252	implied	link	
MI:0144	OBO_REL:is_a	MI:0120	implied	link	
MI:0144	OBO_REL:is_a	MI:0116	implied	link	
MI:0144	part_of	MI:0000	implied	link	
MI:0145	OBO_REL:is_a	MI:0143	asserted	link	
MI:0145	OBO_REL:is_a	MI:0116	implied	link	
MI:0145	OBO_REL:is_a	MI:0252	implied	link	
MI:0145	OBO_REL:is_a	MI:0120	implied	link	
MI:0145	part_of	MI:0000	implied	link	
MI:0146	OBO_REL:is_a	MI:0120	asserted	link	
MI:0146	part_of	MI:0000	implied	link	
MI:0146	OBO_REL:is_a	MI:0252	implied	link	
MI:0146	OBO_REL:is_a	MI:0116	implied	link	
MI:0147	OBO_REL:is_a	MI:0146	asserted	link	
MI:0147	OBO_REL:is_a	MI:0116	implied	link	
MI:0147	part_of	MI:0000	implied	link	
MI:0147	OBO_REL:is_a	MI:0120	implied	link	
MI:0147	OBO_REL:is_a	MI:0252	implied	link	
MI:0148	OBO_REL:is_a	MI:0120	asserted	link	
MI:0148	OBO_REL:is_a	MI:0252	implied	link	
MI:0148	part_of	MI:0000	implied	link	
MI:0148	OBO_REL:is_a	MI:0116	implied	link	
MI:0149	OBO_REL:is_a	MI:0148	asserted	link	
MI:0149	OBO_REL:is_a	MI:0252	implied	link	
MI:0149	part_of	MI:0000	implied	link	
MI:0149	OBO_REL:is_a	MI:0120	implied	link	
MI:0149	OBO_REL:is_a	MI:0116	implied	link	
MI:0150	OBO_REL:is_a	MI:0120	asserted	link	
MI:0150	OBO_REL:is_a	MI:0116	implied	link	
MI:0150	OBO_REL:is_a	MI:0252	implied	link	
MI:0150	part_of	MI:0000	implied	link	
MI:0151	OBO_REL:is_a	MI:0547	asserted	link	
MI:0151	OBO_REL:is_a	MI:0120	implied	link	
MI:0151	OBO_REL:is_a	MI:0150	implied	link	
MI:0151	OBO_REL:is_a	MI:0116	implied	link	
MI:0151	part_of	MI:0000	implied	link	
MI:0151	OBO_REL:is_a	MI:0252	implied	link	
MI:0152	OBO_REL:is_a	MI:0547	asserted	link	
MI:0152	OBO_REL:is_a	MI:0120	implied	link	
MI:0152	OBO_REL:is_a	MI:0150	implied	link	
MI:0152	OBO_REL:is_a	MI:0252	implied	link	
MI:0152	part_of	MI:0000	implied	link	
MI:0152	OBO_REL:is_a	MI:0116	implied	link	
MI:0153	OBO_REL:is_a	MI:0561	asserted	link	
MI:0153	part_of	MI:0000	implied	link	
MI:0153	OBO_REL:is_a	MI:0120	implied	link	
MI:0153	OBO_REL:is_a	MI:0252	implied	link	
MI:0153	OBO_REL:is_a	MI:0150	implied	link	
MI:0153	OBO_REL:is_a	MI:0116	implied	link	
MI:0154	OBO_REL:is_a	MI:0561	asserted	link	
MI:0154	OBO_REL:is_a	MI:0252	implied	link	
MI:0154	part_of	MI:0000	implied	link	
MI:0154	OBO_REL:is_a	MI:0116	implied	link	
MI:0154	OBO_REL:is_a	MI:0150	implied	link	
MI:0154	OBO_REL:is_a	MI:0120	implied	link	
MI:0155	OBO_REL:is_a	MI:0560	asserted	link	
MI:0155	OBO_REL:is_a	MI:0252	implied	link	
MI:0155	OBO_REL:is_a	MI:0120	implied	link	
MI:0155	part_of	MI:0000	implied	link	
MI:0155	OBO_REL:is_a	MI:0116	implied	link	
MI:0155	OBO_REL:is_a	MI:0150	implied	link	
MI:0156	OBO_REL:is_a	MI:0560	asserted	link	
MI:0156	OBO_REL:is_a	MI:0116	implied	link	
MI:0156	OBO_REL:is_a	MI:0120	implied	link	
MI:0156	OBO_REL:is_a	MI:0150	implied	link	
MI:0156	OBO_REL:is_a	MI:0252	implied	link	
MI:0156	part_of	MI:0000	implied	link	
MI:0157	OBO_REL:is_a	MI:0120	asserted	link	
MI:0157	OBO_REL:is_a	MI:0252	implied	link	
MI:0157	part_of	MI:0000	implied	link	
MI:0157	OBO_REL:is_a	MI:0116	implied	link	
MI:0158	OBO_REL:is_a	MI:0562	asserted	link	
MI:0158	OBO_REL:is_a	MI:0116	implied	link	
MI:0158	OBO_REL:is_a	MI:0157	implied	link	
MI:0158	OBO_REL:is_a	MI:0252	implied	link	
MI:0158	OBO_REL:is_a	MI:0120	implied	link	
MI:0158	part_of	MI:0000	implied	link	
MI:0159	OBO_REL:is_a	MI:0562	asserted	link	
MI:0159	part_of	MI:0000	implied	link	
MI:0159	OBO_REL:is_a	MI:0252	implied	link	
MI:0159	OBO_REL:is_a	MI:0120	implied	link	
MI:0159	OBO_REL:is_a	MI:0157	implied	link	
MI:0159	OBO_REL:is_a	MI:0116	implied	link	
MI:0160	OBO_REL:is_a	MI:0563	asserted	link	
MI:0160	part_of	MI:0000	implied	link	
MI:0160	OBO_REL:is_a	MI:0116	implied	link	
MI:0160	OBO_REL:is_a	MI:0157	implied	link	
MI:0160	OBO_REL:is_a	MI:0252	implied	link	
MI:0160	OBO_REL:is_a	MI:0120	implied	link	
MI:0161	OBO_REL:is_a	MI:0157	asserted	link	
MI:0161	OBO_REL:is_a	MI:0116	implied	link	
MI:0161	part_of	MI:0000	implied	link	
MI:0161	OBO_REL:is_a	MI:0252	implied	link	
MI:0161	OBO_REL:is_a	MI:0120	implied	link	
MI:0162	OBO_REL:is_a	MI:0157	asserted	link	
MI:0162	OBO_REL:is_a	MI:0120	implied	link	
MI:0162	OBO_REL:is_a	MI:0116	implied	link	
MI:0162	part_of	MI:0000	implied	link	
MI:0162	OBO_REL:is_a	MI:0252	implied	link	
MI:0163	OBO_REL:is_a	MI:0157	asserted	link	
MI:0163	OBO_REL:is_a	MI:0120	implied	link	
MI:0163	OBO_REL:is_a	MI:0252	implied	link	
MI:0163	OBO_REL:is_a	MI:0116	implied	link	
MI:0163	part_of	MI:0000	implied	link	
MI:0164	OBO_REL:is_a	MI:0157	asserted	link	
MI:0164	part_of	MI:0000	implied	link	
MI:0164	OBO_REL:is_a	MI:0252	implied	link	
MI:0164	OBO_REL:is_a	MI:0120	implied	link	
MI:0164	OBO_REL:is_a	MI:0116	implied	link	
MI:0165	OBO_REL:is_a	MI:0548	asserted	link	
MI:0165	OBO_REL:is_a	MI:0252	implied	link	
MI:0165	OBO_REL:is_a	MI:0116	implied	link	
MI:0165	OBO_REL:is_a	MI:0120	implied	link	
MI:0165	OBO_REL:is_a	MI:0157	implied	link	
MI:0165	part_of	MI:0000	implied	link	
MI:0166	OBO_REL:is_a	MI:0548	asserted	link	
MI:0166	OBO_REL:is_a	MI:0120	implied	link	
MI:0166	OBO_REL:is_a	MI:0252	implied	link	
MI:0166	part_of	MI:0000	implied	link	
MI:0166	OBO_REL:is_a	MI:0157	implied	link	
MI:0166	OBO_REL:is_a	MI:0116	implied	link	
MI:0167	OBO_REL:is_a	MI:0548	asserted	link	
MI:0167	OBO_REL:is_a	MI:0116	implied	link	
MI:0167	OBO_REL:is_a	MI:0157	implied	link	
MI:0167	OBO_REL:is_a	MI:0120	implied	link	
MI:0167	OBO_REL:is_a	MI:0252	implied	link	
MI:0167	part_of	MI:0000	implied	link	
MI:0168	OBO_REL:is_a	MI:0157	asserted	link	
MI:0168	OBO_REL:is_a	MI:0252	implied	link	
MI:0168	OBO_REL:is_a	MI:0120	implied	link	
MI:0168	part_of	MI:0000	implied	link	
MI:0168	OBO_REL:is_a	MI:0116	implied	link	
MI:0169	OBO_REL:is_a	MI:0157	asserted	link	
MI:0169	OBO_REL:is_a	MI:0116	implied	link	
MI:0169	OBO_REL:is_a	MI:0252	implied	link	
MI:0169	OBO_REL:is_a	MI:0120	implied	link	
MI:0169	part_of	MI:0000	implied	link	
MI:0170	OBO_REL:is_a	MI:0120	asserted	link	
MI:0170	part_of	MI:0000	implied	link	
MI:0170	OBO_REL:is_a	MI:0116	implied	link	
MI:0170	OBO_REL:is_a	MI:0252	implied	link	
MI:0171	OBO_REL:is_a	MI:0170	asserted	link	
MI:0171	OBO_REL:is_a	MI:0252	implied	link	
MI:0171	part_of	MI:0000	implied	link	
MI:0171	OBO_REL:is_a	MI:0116	implied	link	
MI:0171	OBO_REL:is_a	MI:0120	implied	link	
MI:0172	OBO_REL:is_a	MI:0170	asserted	link	
MI:0172	OBO_REL:is_a	MI:0116	implied	link	
MI:0172	part_of	MI:0000	implied	link	
MI:0172	OBO_REL:is_a	MI:0120	implied	link	
MI:0172	OBO_REL:is_a	MI:0252	implied	link	
MI:0173	OBO_REL:is_a	MI:0170	asserted	link	
MI:0173	OBO_REL:is_a	MI:0252	implied	link	
MI:0173	OBO_REL:is_a	MI:0120	implied	link	
MI:0173	OBO_REL:is_a	MI:0116	implied	link	
MI:0173	part_of	MI:0000	implied	link	
MI:0174	OBO_REL:is_a	MI:0555	asserted	link	
MI:0174	OBO_REL:is_a	MI:0170	implied	link	
MI:0174	OBO_REL:is_a	MI:0252	implied	link	
MI:0174	OBO_REL:is_a	MI:0116	implied	link	
MI:0174	part_of	MI:0000	implied	link	
MI:0174	OBO_REL:is_a	MI:0120	implied	link	
MI:0175	OBO_REL:is_a	MI:0555	asserted	link	
MI:0175	part_of	MI:0000	implied	link	
MI:0175	OBO_REL:is_a	MI:0120	implied	link	
MI:0175	OBO_REL:is_a	MI:0252	implied	link	
MI:0175	OBO_REL:is_a	MI:0116	implied	link	
MI:0175	OBO_REL:is_a	MI:0170	implied	link	
MI:0176	OBO_REL:is_a	MI:0170	asserted	link	
MI:0176	OBO_REL:is_a	MI:0252	implied	link	
MI:0176	OBO_REL:is_a	MI:0116	implied	link	
MI:0176	part_of	MI:0000	implied	link	
MI:0176	OBO_REL:is_a	MI:0120	implied	link	
MI:0177	OBO_REL:is_a	MI:0170	asserted	link	
MI:0177	part_of	MI:0000	implied	link	
MI:0177	OBO_REL:is_a	MI:0120	implied	link	
MI:0177	OBO_REL:is_a	MI:0252	implied	link	
MI:0177	OBO_REL:is_a	MI:0116	implied	link	
MI:0178	OBO_REL:is_a	MI:0170	asserted	link	
MI:0178	OBO_REL:is_a	MI:0116	implied	link	
MI:0178	OBO_REL:is_a	MI:0252	implied	link	
MI:0178	OBO_REL:is_a	MI:0120	implied	link	
MI:0178	part_of	MI:0000	implied	link	
MI:0179	OBO_REL:is_a	MI:0120	asserted	link	
MI:0179	part_of	MI:0000	implied	link	
MI:0179	OBO_REL:is_a	MI:0116	implied	link	
MI:0179	OBO_REL:is_a	MI:0252	implied	link	
MI:0180	OBO_REL:is_a	MI:0179	asserted	link	
MI:0180	part_of	MI:0000	implied	link	
MI:0180	OBO_REL:is_a	MI:0120	implied	link	
MI:0180	OBO_REL:is_a	MI:0252	implied	link	
MI:0180	OBO_REL:is_a	MI:0116	implied	link	
MI:0181	OBO_REL:is_a	MI:0179	asserted	link	
MI:0181	part_of	MI:0000	implied	link	
MI:0181	OBO_REL:is_a	MI:0116	implied	link	
MI:0181	OBO_REL:is_a	MI:0252	implied	link	
MI:0181	OBO_REL:is_a	MI:0120	implied	link	
MI:0182	OBO_REL:is_a	MI:0179	asserted	link	
MI:0182	OBO_REL:is_a	MI:0252	implied	link	
MI:0182	OBO_REL:is_a	MI:0120	implied	link	
MI:0182	OBO_REL:is_a	MI:0116	implied	link	
MI:0182	part_of	MI:0000	implied	link	
MI:0183	OBO_REL:is_a	MI:0179	asserted	link	
MI:0183	part_of	MI:0000	implied	link	
MI:0183	OBO_REL:is_a	MI:0116	implied	link	
MI:0183	OBO_REL:is_a	MI:0120	implied	link	
MI:0183	OBO_REL:is_a	MI:0252	implied	link	
MI:0184	OBO_REL:is_a	MI:0179	asserted	link	
MI:0184	OBO_REL:is_a	MI:0252	implied	link	
MI:0184	OBO_REL:is_a	MI:0120	implied	link	
MI:0184	part_of	MI:0000	implied	link	
MI:0184	OBO_REL:is_a	MI:0116	implied	link	
MI:0185	OBO_REL:is_a	MI:0179	asserted	link	
MI:0185	OBO_REL:is_a	MI:0116	implied	link	
MI:0185	OBO_REL:is_a	MI:0252	implied	link	
MI:0185	part_of	MI:0000	implied	link	
MI:0185	OBO_REL:is_a	MI:0120	implied	link	
MI:0186	OBO_REL:is_a	MI:0179	asserted	link	
MI:0186	OBO_REL:is_a	MI:0116	implied	link	
MI:0186	part_of	MI:0000	implied	link	
MI:0186	OBO_REL:is_a	MI:0120	implied	link	
MI:0186	OBO_REL:is_a	MI:0252	implied	link	
MI:0187	OBO_REL:is_a	MI:0179	asserted	link	
MI:0187	OBO_REL:is_a	MI:0120	implied	link	
MI:0187	OBO_REL:is_a	MI:0252	implied	link	
MI:0187	OBO_REL:is_a	MI:0116	implied	link	
MI:0187	part_of	MI:0000	implied	link	
MI:0188	OBO_REL:is_a	MI:0179	asserted	link	
MI:0188	part_of	MI:0000	implied	link	
MI:0188	OBO_REL:is_a	MI:0116	implied	link	
MI:0188	OBO_REL:is_a	MI:0120	implied	link	
MI:0188	OBO_REL:is_a	MI:0252	implied	link	
MI:0189	OBO_REL:is_a	MI:0179	asserted	link	
MI:0189	part_of	MI:0000	implied	link	
MI:0189	OBO_REL:is_a	MI:0252	implied	link	
MI:0189	OBO_REL:is_a	MI:0120	implied	link	
MI:0189	OBO_REL:is_a	MI:0116	implied	link	
MI:0190	part_of	MI:0000	asserted	link	
MI:0192	OBO_REL:is_a	MI:0414	asserted	link	
MI:0192	OBO_REL:is_a	MI:0407	implied	link	
MI:0192	part_of	MI:0000	implied	link	
MI:0192	OBO_REL:is_a	MI:0915	implied	link	
MI:0192	OBO_REL:is_a	MI:0190	implied	link	
MI:0192	OBO_REL:is_a	MI:0914	implied	link	
MI:0193	OBO_REL:is_a	MI:0414	asserted	link	
MI:0193	OBO_REL:is_a	MI:0190	implied	link	
MI:0193	OBO_REL:is_a	MI:0915	implied	link	
MI:0193	OBO_REL:is_a	MI:0914	implied	link	
MI:0193	part_of	MI:0000	implied	link	
MI:0193	OBO_REL:is_a	MI:0407	implied	link	
MI:0194	OBO_REL:is_a	MI:0414	asserted	link	
MI:0194	part_of	MI:0000	implied	link	
MI:0194	OBO_REL:is_a	MI:0914	implied	link	
MI:0194	OBO_REL:is_a	MI:0407	implied	link	
MI:0194	OBO_REL:is_a	MI:0190	implied	link	
MI:0194	OBO_REL:is_a	MI:0915	implied	link	
MI:0195	OBO_REL:is_a	MI:0407	asserted	link	
MI:0195	OBO_REL:is_a	MI:0915	implied	link	
MI:0195	OBO_REL:is_a	MI:0190	implied	link	
MI:0195	part_of	MI:0000	implied	link	
MI:0195	OBO_REL:is_a	MI:0914	implied	link	
MI:0197	OBO_REL:is_a	MI:0414	asserted	link	
MI:0197	OBO_REL:is_a	MI:0914	implied	link	
MI:0197	part_of	MI:0000	implied	link	
MI:0197	OBO_REL:is_a	MI:0190	implied	link	
MI:0197	OBO_REL:is_a	MI:0915	implied	link	
MI:0197	OBO_REL:is_a	MI:0407	implied	link	
MI:0198	OBO_REL:is_a	MI:0212	asserted	link	
MI:0198	OBO_REL:is_a	MI:0190	implied	link	
MI:0198	OBO_REL:is_a	MI:0407	implied	link	
MI:0198	OBO_REL:is_a	MI:0194	implied	link	
MI:0198	OBO_REL:is_a	MI:0414	implied	link	
MI:0198	OBO_REL:is_a	MI:0915	implied	link	
MI:0198	OBO_REL:is_a	MI:0914	implied	link	
MI:0198	part_of	MI:0000	implied	link	
MI:0199	OBO_REL:is_a	MI:0414	asserted	link	
MI:0199	OBO_REL:is_a	MI:0915	implied	link	
MI:0199	OBO_REL:is_a	MI:0407	implied	link	
MI:0199	part_of	MI:0000	implied	link	
MI:0199	OBO_REL:is_a	MI:0914	implied	link	
MI:0199	OBO_REL:is_a	MI:0190	implied	link	
MI:0200	OBO_REL:is_a	MI:0212	asserted	link	
MI:0200	OBO_REL:is_a	MI:0915	implied	link	
MI:0200	OBO_REL:is_a	MI:0414	implied	link	
MI:0200	OBO_REL:is_a	MI:0407	implied	link	
MI:0200	OBO_REL:is_a	MI:0194	implied	link	
MI:0200	OBO_REL:is_a	MI:0914	implied	link	
MI:0200	OBO_REL:is_a	MI:0190	implied	link	
MI:0200	part_of	MI:0000	implied	link	
MI:0201	OBO_REL:is_a	MI:0212	asserted	link	
MI:0201	OBO_REL:is_a	MI:0407	implied	link	
MI:0201	OBO_REL:is_a	MI:0414	implied	link	
MI:0201	OBO_REL:is_a	MI:0915	implied	link	
MI:0201	part_of	MI:0000	implied	link	
MI:0201	OBO_REL:is_a	MI:0194	implied	link	
MI:0201	OBO_REL:is_a	MI:0190	implied	link	
MI:0201	OBO_REL:is_a	MI:0914	implied	link	
MI:0202	OBO_REL:is_a	MI:0212	asserted	link	
MI:0202	OBO_REL:is_a	MI:0914	implied	link	
MI:0202	OBO_REL:is_a	MI:0915	implied	link	
MI:0202	OBO_REL:is_a	MI:0407	implied	link	
MI:0202	OBO_REL:is_a	MI:0194	implied	link	
MI:0202	OBO_REL:is_a	MI:0414	implied	link	
MI:0202	part_of	MI:0000	implied	link	
MI:0202	OBO_REL:is_a	MI:0190	implied	link	
MI:0203	OBO_REL:is_a	MI:0414	asserted	link	
MI:0203	part_of	MI:0000	implied	link	
MI:0203	OBO_REL:is_a	MI:0914	implied	link	
MI:0203	OBO_REL:is_a	MI:0190	implied	link	
MI:0203	OBO_REL:is_a	MI:0915	implied	link	
MI:0203	OBO_REL:is_a	MI:0407	implied	link	
MI:0204	OBO_REL:is_a	MI:0414	asserted	link	
MI:0204	OBO_REL:is_a	MI:0915	implied	link	
MI:0204	OBO_REL:is_a	MI:0407	implied	link	
MI:0204	OBO_REL:is_a	MI:0914	implied	link	
MI:0204	OBO_REL:is_a	MI:0190	implied	link	
MI:0204	part_of	MI:0000	implied	link	
MI:0206	OBO_REL:is_a	MI:0211	asserted	link	
MI:0206	part_of	MI:0000	implied	link	
MI:0206	OBO_REL:is_a	MI:0915	implied	link	
MI:0206	OBO_REL:is_a	MI:0190	implied	link	
MI:0206	OBO_REL:is_a	MI:0407	implied	link	
MI:0206	OBO_REL:is_a	MI:0414	implied	link	
MI:0206	OBO_REL:is_a	MI:0914	implied	link	
MI:0207	OBO_REL:is_a	MI:0414	asserted	link	
MI:0207	OBO_REL:is_a	MI:0407	implied	link	
MI:0207	OBO_REL:is_a	MI:0914	implied	link	
MI:0207	OBO_REL:is_a	MI:0190	implied	link	
MI:0207	OBO_REL:is_a	MI:0915	implied	link	
MI:0207	part_of	MI:0000	implied	link	
MI:0208	OBO_REL:is_a	MI:0190	asserted	link	
MI:0208	part_of	MI:0000	implied	link	
MI:0209	OBO_REL:is_a	MI:0211	asserted	link	
MI:0209	OBO_REL:is_a	MI:0414	implied	link	
MI:0209	OBO_REL:is_a	MI:0914	implied	link	
MI:0209	OBO_REL:is_a	MI:0190	implied	link	
MI:0209	part_of	MI:0000	implied	link	
MI:0209	OBO_REL:is_a	MI:0915	implied	link	
MI:0209	OBO_REL:is_a	MI:0407	implied	link	
MI:0210	OBO_REL:is_a	MI:0414	asserted	link	
MI:0210	OBO_REL:is_a	MI:0407	implied	link	
MI:0210	OBO_REL:is_a	MI:0190	implied	link	
MI:0210	part_of	MI:0000	implied	link	
MI:0210	OBO_REL:is_a	MI:0914	implied	link	
MI:0210	OBO_REL:is_a	MI:0915	implied	link	
MI:0211	OBO_REL:is_a	MI:0414	asserted	link	
MI:0211	OBO_REL:is_a	MI:0407	implied	link	
MI:0211	OBO_REL:is_a	MI:0915	implied	link	
MI:0211	OBO_REL:is_a	MI:0190	implied	link	
MI:0211	part_of	MI:0000	implied	link	
MI:0211	OBO_REL:is_a	MI:0914	implied	link	
MI:0212	OBO_REL:is_a	MI:0194	asserted	link	
MI:0212	OBO_REL:is_a	MI:0915	implied	link	
MI:0212	OBO_REL:is_a	MI:0190	implied	link	
MI:0212	part_of	MI:0000	implied	link	
MI:0212	OBO_REL:is_a	MI:0914	implied	link	
MI:0212	OBO_REL:is_a	MI:0414	implied	link	
MI:0212	OBO_REL:is_a	MI:0407	implied	link	
MI:0213	OBO_REL:is_a	MI:0414	asserted	link	
MI:0213	OBO_REL:is_a	MI:0914	implied	link	
MI:0213	OBO_REL:is_a	MI:0915	implied	link	
MI:0213	OBO_REL:is_a	MI:0407	implied	link	
MI:0213	part_of	MI:0000	implied	link	
MI:0213	OBO_REL:is_a	MI:0190	implied	link	
MI:0214	OBO_REL:is_a	MI:0211	asserted	link	
MI:0214	OBO_REL:is_a	MI:0414	implied	link	
MI:0214	part_of	MI:0000	implied	link	
MI:0214	OBO_REL:is_a	MI:0407	implied	link	
MI:0214	OBO_REL:is_a	MI:0914	implied	link	
MI:0214	OBO_REL:is_a	MI:0190	implied	link	
